"product","sub_product","issue","sub_issue","consumer_complaint_narrative","company_public_response","company","state","tags","consumer_consent_provided","submitted_via","date_sent_to_company","company_response_to_consumer","timely_response","consumer_disputed."
"Bank account or service","Checking account","Deposits and withdrawals","Blank","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Wells Fargo & Company","PA","Blank","Consent not provided","Web","03","Closed with explanation","Yes","Yes"
"Mortgage","VA mortgage","Loan modification,collection,foreclosure","Blank","Blank","Blank","PNC Bank N.A.","VA","Blank","Consent not provided","Web","01","Closed with explanation","Yes","Yes"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Blank","Blank","Equifax","NM","Blank","Blank","Web","03","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Blank","Blank","Equifax","TX","Blank","Blank","Web","03","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account terms","Blank","Blank","Equifax","CA","Blank","Blank","Web","03","Closed with explanation","Yes","No"
"Debt collection","I do not know","Cont'd attempts collect debt not owed","Debt resulted from identity theft","Blank","Blank","Encore Capital Group","TX","Blank","Consent not provided","Web","01","Closed with explanation","Yes","No"
"Mortgage","FHA mortgage","Loan modification,collection,foreclosure","Blank","Yes","Blank","Ocwen","GA","Blank","Consent provided","Web","01","Closed with explanation","Yes","No"
"Prepaid card","General purpose card","Managing, opening, or closing account","Blank","Blank","Blank","Amex","TX","Blank","Blank","Referral","03","Closed with monetary relief","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Yes","Blank","Equifax","CA","Blank","Consent provided","Web","01","Closed with explanation","Yes","No"
"Bank account or service","Other bank product/service","Account opening, closing, or management","Blank","Yes","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Wells Fargo & Company","TN","Servicemember","Consent provided","Web","02","Closed with explanation","Yes","No"
"Credit card","Blank","Other","Blank","Blank","Blank","Amex","FL","Blank","Blank","Referral","03","Closed with explanation","Yes","Yes"
"Mortgage","Other mortgage","Other","Blank","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Wells Fargo & Company","NJ","Blank","Blank","Postal mail","03","Closed with explanation","Yes","No"
"Mortgage","Home equity loan or line of credit","Settlement process and costs","Blank","Yes","Blank","JPMorgan Chase & Co.","TN","Blank","Consent provided","Web","01","Closed with explanation","Yes","No"
"Bank account or service","Checking account","Problems caused by my funds being low","Blank","Yes","Company chooses not to provide a public response","Bank of America","IL","Older American","Consent provided","Web","01","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account status","Yes","Company has responded to the consumer and the CFPB and chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","AZ","Older American","Consent provided","Web","03","Closed with non-monetary relief","Yes","No"
"Credit card","Blank","Identity theft / Fraud / Embezzlement","Blank","Yes","Company has responded to the consumer and the CFPB and chooses not to provide a public response","U.S. Bancorp","WI","Blank","Consent provided","Web","03","Closed with explanation","Yes","Yes"
"Credit reporting","Blank","Credit reporting company's investigation","Problem with statement of dispute","Yes","Company has responded to the consumer and the CFPB and chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","GA","Blank","Consent provided","Web","03","Closed with non-monetary relief","Yes","No"
"Mortgage","Conventional fixed mortgage","Settlement process and costs","Blank","Yes","Blank","JPMorgan Chase & Co.","FL","Older American","Consent provided","Web","01","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Information is not mine","Blank","Blank","Equifax","FL","Blank","Blank","Postal mail","02","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Account terms","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Experian","CO","Older American","Consent not provided","Web","03","Closed with non-monetary relief","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Personal information","Yes","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Experian","SC","Servicemember","Consent provided","Web","03","Closed with non-monetary relief","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Personal information","Blank","Company chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","PA","Blank","Consent not provided","Web","01","Closed with explanation","Yes","No"
"Debt collection","I do not know","Cont'd attempts collect debt not owed","Debt is not mine","Blank","Blank","Portfolio Recovery Associates, Inc.","OR","Blank","Blank","Web","03","Closed with explanation","Yes","No"
"Mortgage","Other mortgage","Loan servicing, payments, escrow account","Blank","Blank","Blank","Ocwen","TX","Older American","Blank","Phone","03","Closed with explanation","Yes","No"
"Mortgage","Conventional adjustable mortgage (ARM)","Loan modification,collection,foreclosure","Blank","Yes","Blank","Nationstar Mortgage","CA","Servicemember","Consent provided","Web","02","Closed with explanation","Yes","No"
"Credit reporting","Blank","Incorrect information on credit report","Personal information","Blank","Blank","Equifax","SD","Blank","Blank","Web","03","Closed with explanation","Yes","No"
"Bank account or service","Checking account","Problems caused by my funds being low","Blank","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","U.S. Bancorp","CA","Blank","Blank","Referral","03","Closed with explanation","Yes","No"
"Debt collection","I do not know","Cont'd attempts collect debt not owed","Debt is not mine","Yes","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Navient Solutions, Inc.","FL","Older American","Consent provided","Web","03","Closed with explanation","Yes","No"
"Debt collection","Credit card","Cont'd attempts collect debt not owed","Debt was paid","Blank","Blank","Encore Capital Group","MD","Blank","Blank","Fax","01","Closed with explanation","Yes","No"
"Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Blank","Blank","Blank","PNC Bank N.A.","IL","Blank","Blank","Web","02","Closed","Yes","No"
"Credit card","Blank","Other fee","Blank","Blank","Blank","Capital One","NC","Servicemember","Blank","Web","03","Closed with explanation","Yes","No"
"Credit card","Blank","Billing disputes","Blank","Blank","Blank","Discover","TX","Blank","Blank","Web","03","Closed with explanation","Yes","No"
"Mortgage","Other mortgage","Other","Blank","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","Wells Fargo & Company","GA","Blank","Blank","Referral","02","Closed with explanation","Yes","No"
"Bank account or service","Other bank product/service","Account opening, closing, or management","Blank","Blank","Company chooses not to provide a public response","Bank of America","CA","Blank","Blank","Referral","01","Closed with explanation","Yes","No"
"Credit reporting","Blank","Credit reporting company's investigation","No notice of investigation status/result","Blank","Company has responded to the consumer and the CFPB and chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","TX","Blank","Consent not provided","Web","03","Closed with non-monetary relief","Yes","No"
"Credit reporting","Blank","Improper use of my credit report","Report improperly shared by CRC","Yes","Company has responded to the consumer and the CFPB and chooses not to provide a public response","TransUnion Intermediate Holdings, Inc.","NY","Blank","Consent provided","Web","03","Closed with explanation","Yes","No"
